1	http__//purl.obolibrary.org/obo/ICEO_0000133	java.util.List	http://purl.obolibrary.org/obo/ICEO_0002052	iceo
827	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0016301	rexo
798	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0004674	rexo
600	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0004713	rexo
546	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0004252	rexo
383	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0015171	rexo
363	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0004197	rexo
282	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0004842	rexo
255	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0005085	rexo
222	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0019825	rexo
95	http__//www.w3.org/2004/02/skos/core#relatedMatch	java.util.List	http://purl.obolibrary.org/obo/GO_0050633	rexo
1	http__//purl.obolibrary.org/obo/ICEO_0000134	java.util.List	http://purl.obolibrary.org/obo/ICEO_0002049	iceo
1	http__//purl.obolibrary.org/obo/ICEO_0000135	java.util.List	http://purl.obolibrary.org/obo/ICEO_0002053	iceo
1	http__//purl.obolibrary.org/obo/ICEO_0000136	java.util.List	http://purl.obolibrary.org/obo/ICEO_0002054	iceo
1	http__//edamontology.org/repository	java.util.List	http://edamontology.org/format_3864	edam
2	http__//purl.obolibrary.org/obo/OHPI_0000009	java.util.List	http://purl.obolibrary.org/obo/OGG_3023888137	ohpi
1	http__//purl.obolibrary.org/obo/OHPI_0000009	java.util.List	http://purl.obolibrary.org/obo/OGG_323888606.	ohpi
2	http__//purl.obolibrary.org/obo/OHPI_0000008	java.util.List	http://purl.obolibrary.org/obo/OGG_3023888137	ohpi
1	http__//purl.obolibrary.org/obo/OHPI_0000008	java.util.List	http://purl.obolibrary.org/obo/OGG_323888606.	ohpi
1	http__//www.lungmap.net/ontologies/database#display	java.util.List	http://purl.obolibrary.org/obo/LMHA_00142	ccf
